dst,packet_total,volume_total
200.236.54.129,277233,17922386
200.236.54.128,275031,17793980
200.236.54.1,280485,18140178
200.236.54.127,275552,17795810
200.236.54.126,274553,17749124
200.236.54.125,274047,17737872
200.236.54.124,274957,17812551
200.236.54.123,276114,17854158
200.236.54.12,273993,17733810
200.236.54.122,274308,17722715
200.236.54.121,274091,17727595
200.236.54.120,274699,17772545
200.236.54.119,277649,17960027
200.236.54.118,274689,17798210
200.236.54.117,277167,17936105
200.236.54.116,453572,40821611
200.236.54.115,275509,17837769
200.236.54.114,273011,17675517
200.236.54.113,277135,17894023
200.236.54.11,276533,17895072
200.236.54.112,274914,17811170
200.236.54.111,273743,17725644
200.236.54.110,274478,17783401
200.236.54.109,273761,17737391
200.236.54.108,279380,18086700
200.236.54.107,273590,17728722
200.236.54.106,275025,17838841
200.236.54.105,274690,17767409
200.236.54.104,274318,17756234
200.236.54.103,276415,17916253
200.236.54.10,281161,18208159
200.236.54.102,272760,17660884
200.236.54.101,285006,18406436
200.236.54.100,276389,17837163
200.236.54.0,272534,17645911
200.236.53.99,279194,18033966
200.236.53.98,273122,17678725
200.236.53.97,274266,17760623
200.236.53.96,275377,17822772
200.236.53.95,279656,18093328
200.236.53.94,274617,17811983
200.236.53.93,274461,17762914
200.236.53.9,285003,18398348
200.236.53.92,273974,17718312
200.236.53.91,276683,17932263
200.236.53.90,274588,17751403
200.236.53.89,275734,17806240
200.236.53.88,274075,17750283
200.236.53.87,273510,17703035
200.236.53.86,276479,17918910
200.236.53.85,275893,17892469
200.236.53.84,273334,17749466
200.236.53.83,275375,17807344
200.236.53.8,326338,20869635
200.236.53.82,279551,18087608
200.236.53.81,275532,17813663
200.236.53.80,275538,17824053
200.236.53.79,274574,17778517
200.236.53.78,274986,17765104
200.236.53.77,276248,17876126
200.236.53.76,273662,17695155
200.236.53.75,274116,17757245
200.236.53.74,307463,61035090
200.236.53.73,278447,18045858
200.236.53.7,276457,17892224
200.236.53.72,277351,17906184
200.236.53.71,278258,18013217
200.236.53.70,274533,17746844
200.236.53.69,275576,17807525
200.236.53.68,277165,17918229
200.236.53.67,275457,17805484
200.236.53.66,278926,18066186
200.236.53.65,273180,17675780
200.236.53.64,274463,17782661
200.236.53.63,273850,17706191
200.236.53.6,274401,17731592
200.236.53.62,273309,17726350
200.236.53.61,276428,17896949
200.236.53.60,275777,17863736
200.236.53.59,274458,17772400
200.236.53.58,279125,18051133
200.236.53.57,276125,17870550
200.236.53.56,277294,17947718
200.236.53.55,277957,17994331
200.236.53.54,276219,17861373
200.236.53.53,274831,17811148
200.236.53.5,276806,17937078
200.236.53.52,278205,18001790
200.236.53.51,275150,17780472
200.236.53.50,277312,17892662
200.236.53.49,272879,17670123
200.236.53.48,279787,18084970
200.236.53.47,285314,18404716
200.236.53.46,278812,18047446
200.236.53.45,274234,17766918
200.236.53.44,278230,17975326
200.236.53.43,275249,17827802
200.236.53.4,275095,17812057
200.236.53.42,288417,19596228
200.236.53.41,272625,17619560
200.236.53.40,275023,17796833
200.236.53.39,275683,17835556
200.236.53.38,278699,18027234
200.236.53.37,276958,17927439
200.236.53.36,277745,17949992
200.236.53.35,279360,18062277
200.236.53.34,274726,17771984
200.236.53.33,274217,17759851
200.236.53.3,282353,18254482
200.236.53.32,277230,17906516
200.236.53.31,276268,17900773
200.236.53.30,274658,17756617
200.236.53.29,275038,17806007
200.236.53.28,277983,17944589
200.236.53.27,282648,18237851
200.236.53.26,274552,17782119
200.236.53.255,282229,18213533
200.236.53.254,274325,17769237
200.236.53.253,272292,17620413
200.236.53.25,277837,17979969
200.236.53.252,274997,17764096
200.236.53.251,273283,17712049
200.236.53.250,274904,17890389
200.236.53.249,274138,17722019
200.236.53.248,273668,17681006
200.236.53.247,276737,17918197
200.236.53.246,274182,17756755
200.236.53.245,274099,17709044
200.236.53.244,275514,17818629
200.236.53.243,279228,18051054
200.236.53.24,280211,18123547
200.236.53.242,275418,17816295
200.236.53.241,273887,17725258
200.236.53.240,275494,17812896
200.236.53.239,276728,17877542
200.236.53.238,274462,17756128
200.236.53.237,273873,17717026
200.236.53.236,273610,17723412
200.236.53.235,275300,17791961
200.236.53.234,274564,17714524
200.236.53.233,276945,17879216
200.236.53.23,278807,18013866
200.236.53.232,280837,18150867
200.236.53.231,276563,17897614
200.236.53.230,278259,17988090
200.236.53.229,274734,17789708
200.236.53.228,273164,17676546
200.236.53.2,277314,17931449
200.236.53.227,274011,17723348
200.236.53.226,276494,17881766
200.236.53.225,275917,17827246
200.236.53.224,276517,17875884
200.236.53.223,276844,17933286
200.236.53.22,276052,17865017
200.236.53.222,276854,17886960
200.236.53.221,274342,17721052
200.236.53.220,272026,17598290
200.236.53.219,275877,17856878
200.236.53.218,276059,17850684
200.236.53.217,275100,17816275
200.236.53.216,274677,17764699
200.236.53.215,273642,17672473
200.236.53.214,278583,17986676
200.236.53.213,277686,17955001
200.236.53.21,278273,17968384
200.236.53.212,277072,17924055
200.236.53.211,277862,17975596
200.236.53.210,275975,17847287
200.236.53.209,278022,17971977
200.236.53.208,284250,18365931
200.236.53.207,275313,17795999
200.236.53.206,274915,17761314
200.236.53.205,273492,17680884
200.236.53.204,278691,18007631
200.236.53.203,277361,17944923
200.236.53.20,274457,17747247
200.236.53.202,274605,17773934
200.236.53.201,278218,17983953
200.236.53.200,273223,17740928
200.236.53.199,274480,17743982
200.236.53.198,273574,17691137
200.236.53.197,275123,17796829
200.236.53.196,274275,17749568
200.236.53.195,274604,17735180
200.236.53.194,281903,18227825
200.236.53.193,275033,17754588
200.236.53.19,275630,17841022
200.236.53.192,276267,17858739
200.236.53.191,272281,17613778
200.236.53.190,273452,17656999
200.236.53.189,276105,17844184
200.236.53.188,273205,17691000
200.236.53.187,281589,18180273
200.236.53.186,274476,17733707
200.236.53.185,274864,17774999
200.236.53.184,274563,17778321
200.236.53.183,274234,17709817
200.236.53.18,306160,33704395
200.236.53.182,273620,17731966
200.236.53.181,273038,17655527
200.236.53.180,276544,17853200
200.236.53.179,277544,17934927
200.236.53.178,275366,17824810
200.236.53.177,275599,17830844
200.236.53.176,273644,17669452
200.236.53.175,273663,17679861
200.236.53.174,274623,17760557
200.236.53.173,274008,17732005
200.236.53.17,275228,17825443
200.236.53.172,273294,17668881
200.236.53.171,277284,17931355
200.236.53.170,273785,17723981
200.236.53.169,273251,17714976
200.236.53.168,276277,17870442
200.236.53.167,278279,17986260
200.236.53.166,305546,19592789
200.236.53.165,275832,17814795
200.236.53.164,272819,17635999
200.236.53.163,279370,18043372
200.236.53.16,276812,17922655
200.236.53.162,273698,17694805
200.236.53.161,276237,17886565
200.236.53.160,273279,17673240
200.236.53.159,279109,18086554
200.236.53.158,275977,17805465
200.236.53.157,275582,17798479
200.236.53.156,290757,18792344
200.236.53.155,273961,17743391
200.236.53.154,273679,17686861
200.236.53.153,273521,17724585
200.236.53.15,272306,17612568
200.236.53.152,276068,17981463
200.236.53.151,272694,17632776
200.236.53.150,278252,18010245
200.236.53.149,275551,17830946
200.236.53.148,274065,17734736
200.236.53.147,276063,17858131
200.236.53.146,275937,17834704
200.236.53.145,278817,18003630
200.236.53.144,274598,17743250
200.236.53.143,274593,17759606
200.236.53.14,273196,17697755
200.236.53.142,276235,17856440
200.236.53.141,277805,17972018
200.236.53.140,276548,17883324
200.236.53.139,273091,17674425
200.236.53.138,273563,17716787
200.236.53.137,273305,17717437
200.236.53.136,276175,17855591
200.236.53.135,272534,17637492
200.236.53.134,274755,17761470
200.236.53.133,277159,17926490
200.236.53.13,274858,17807521
200.236.53.132,276903,17932354
200.236.53.131,276211,17855347
200.236.53.130,274675,17810256
200.236.53.129,272770,17672565
200.236.53.128,274641,17741717
200.236.53.1,276331,17918193
200.236.53.127,276357,17877933
200.236.53.126,278147,17999462
200.236.53.125,273202,17659413
200.236.53.124,276657,17897211
200.236.53.123,275297,17794593
200.236.53.12,274733,17749471
200.236.53.122,273391,17711650
200.236.53.121,274028,17756087
200.236.53.120,277179,17877794
200.236.53.119,275430,17859303
200.236.53.118,274991,17763041
200.236.53.117,276173,17865095
200.236.53.116,280613,18293493
200.236.53.115,274263,17709368
200.236.53.114,276632,17894524
200.236.53.113,279207,18012755
200.236.53.11,305793,19641023
200.236.53.112,276002,17835733
200.236.53.111,274462,17805977
200.236.53.110,275868,17826745
200.236.53.109,276064,17841693
200.236.53.108,278440,18013903
200.236.53.107,274135,17761505
200.236.53.106,273146,17697206
200.236.53.105,273366,17707215
200.236.53.104,276013,17848626
200.236.53.103,278255,17969555
200.236.53.10,272560,17657984
200.236.53.102,274569,17719728
200.236.53.101,277017,17912954
200.236.53.100,275220,17780615
200.236.53.0,279435,18143209
200.236.52.99,278442,18019905
200.236.52.98,272095,17613700
200.236.52.97,279374,18067786
200.236.52.96,324258,20733406
200.236.52.95,279153,18065625
200.236.52.94,273638,17698744
200.236.52.93,273983,17708137
200.236.52.9,282264,18236592
200.236.52.92,282736,18263174
200.236.52.91,276836,17952208
200.236.52.90,273067,17708985
200.236.52.89,276184,17854725
200.236.52.88,273553,17721898
200.236.52.87,275467,17833103
200.236.52.86,279177,18051878
200.236.52.85,276232,17851334
200.236.52.84,272533,17624293
200.236.52.83,274576,17743319
200.236.52.8,291210,18740220
200.236.52.82,274685,17834853
200.236.52.81,279064,18039596
200.236.52.80,274348,17766639
200.236.52.79,2298457,2384720135
200.236.52.78,274566,17786499
200.236.52.77,274589,17745860
200.236.52.76,274218,17722939
200.236.52.75,277722,17960177
200.236.52.74,273533,17667769
200.236.52.73,273712,17738180
200.236.52.7,274967,17847117
200.236.52.72,275147,17813734
200.236.52.71,278206,18009388
200.236.52.70,274756,17782395
200.236.52.69,278553,18012384
200.236.52.68,277036,17935853
200.236.52.67,283864,18338209
200.236.52.66,276922,17926541
200.236.52.65,278227,17967635
200.236.52.64,274780,17797317
200.236.52.63,277303,17909343
200.236.52.6,273875,17727796
200.236.52.62,275613,17834946
200.236.52.61,274597,17754794
200.236.52.60,276214,17862420
200.236.52.59,275763,17821909
200.236.52.58,273994,17710992
200.236.52.57,274594,17807613
200.236.52.56,284021,18309891
200.236.52.55,274047,17751821
200.236.52.54,273596,17730017
200.236.52.53,304134,33974115
200.236.52.5,275032,17822069
200.236.52.52,275892,17865424
200.236.52.51,273005,17654229
200.236.52.50,274756,17766732
200.236.52.49,274440,17755304
200.236.52.48,275901,17858416
200.236.52.47,276949,17889516
200.236.52.46,279010,18054153
200.236.52.45,273582,17707293
200.236.52.44,275175,17766509
200.236.52.43,280953,18164624
200.236.52.4,277088,17958733
200.236.52.42,272393,17654239
200.236.52.41,305882,19621829
200.236.52.40,278047,17957372
200.236.52.39,275998,17860678
200.236.52.38,274769,17780442
200.236.52.37,274838,17798465
200.236.52.36,277429,17957826
200.236.52.35,274407,17741254
200.236.52.34,276427,17870608
200.236.52.33,275701,17846648
200.236.52.3,281359,18263001
200.236.52.32,273601,17718714
200.236.52.31,273489,17692028
200.236.52.30,273125,17674062
200.236.52.29,276284,17853578
200.236.52.28,272941,17688679
200.236.52.27,272989,17658249
200.236.52.26,274346,17767597
200.236.52.255,275679,17804952
200.236.52.254,277352,17944522
200.236.52.253,274610,17787206
200.236.52.25,278732,18027596
200.236.52.252,273254,17712339
200.236.52.251,273005,17673018
200.236.52.250,275639,17854676
200.236.52.249,279318,18027010
200.236.52.248,274308,17797630
200.236.52.247,282320,18266719
200.236.52.246,277224,18054534
200.236.52.245,275834,17844844
200.236.52.244,274254,17750904
200.236.52.243,276623,17890137
200.236.52.24,274074,17774200
200.236.52.242,276573,17882514
200.236.52.241,274745,17764855
200.236.52.240,273166,17759771
200.236.52.239,279946,18112689
200.236.52.238,274539,17776801
200.236.52.237,275368,17808445
200.236.52.236,273324,17745166
200.236.52.235,275663,17827647
200.236.52.234,274704,17815898
200.236.52.233,272556,17681246
200.236.52.23,274696,17787064
200.236.52.232,274284,17734648
200.236.52.231,273873,17738224
200.236.52.230,271758,17603060
200.236.52.229,276097,17839516
200.236.52.228,302027,33473089
200.236.52.2,276513,17863771
200.236.52.227,272720,17712813
200.236.52.226,278309,18006931
200.236.52.225,279277,18060516
200.236.52.224,274467,17767478
200.236.52.223,273587,17722033
200.236.52.22,273657,17709349
200.236.52.222,275251,17835442
200.236.52.221,274791,17844890
200.236.52.220,274302,17719876
200.236.52.219,278154,17940816
200.236.52.218,277325,17921920
200.236.52.217,275453,17820648
200.236.52.216,273796,17735478
200.236.52.215,276158,17901194
200.236.52.214,275757,17839323
200.236.52.213,275448,17836040
200.236.52.21,275485,17825052
200.236.52.212,274511,17752775
200.236.52.211,274807,17794222
200.236.52.210,275908,17841611
200.236.52.209,276759,17921275
200.236.52.208,275678,17847140
200.236.52.207,278245,17979347
200.236.52.206,281304,18188019
200.236.52.205,276188,17861239
200.236.52.204,275058,17840373
200.236.52.203,274004,17727554
200.236.52.20,275084,17805083
200.236.52.202,272984,17645981
200.236.52.201,306077,19642663
200.236.52.200,275144,17813618
200.236.52.199,277943,17946974
200.236.52.198,277188,17942850
200.236.52.197,278456,17992627
200.236.52.196,272496,17624294
200.236.52.195,275935,17824786
200.236.52.194,277541,17965937
200.236.52.193,277289,17906091
200.236.52.19,277363,17937481
200.236.52.192,275226,17786909
200.236.52.191,275774,17876885
200.236.52.190,305649,62568395
200.236.52.189,272423,17650813
200.236.52.188,273439,17720545
200.236.52.187,357491,23977211
200.236.52.186,273772,17711537
200.236.52.185,282175,18229653
200.236.52.184,275523,17814669
200.236.52.18,361807,27197801
200.236.52.183,280399,18325752
200.236.52.182,304356,19565738
200.236.52.181,275875,17829639
200.236.52.180,274323,17779810
200.236.52.179,274005,17721185
200.236.52.178,275072,17772533
200.236.52.177,278507,18036866
200.236.52.176,273991,17732718
200.236.52.175,278460,18019969
200.236.52.174,281354,18245674
200.236.52.173,278112,17980296
200.236.52.17,275602,17808110
200.236.52.172,276362,17874121
200.236.52.171,275430,17819214
200.236.52.170,274813,17760049
200.236.52.169,272471,17601650
200.236.52.168,274111,17776274
200.236.52.167,275830,17880666
200.236.52.166,274993,17793704
200.236.52.165,276342,17883246
200.236.52.164,273283,17677946
200.236.52.163,279142,18044613
200.236.52.16,275893,17876575
200.236.52.162,276635,17894795
200.236.52.161,272013,17603812
200.236.52.160,275132,17782841
200.236.52.159,274964,17792419
200.236.52.158,277956,17979602
200.236.52.157,276257,17884774
200.236.52.156,282688,18234981
200.236.52.155,275455,17787792
200.236.52.154,273763,17711789
200.236.52.153,273623,17718452
200.236.52.15,283897,18367936
200.236.52.152,281115,18201243
200.236.52.151,276753,17886724
200.236.52.150,274195,17788855
200.236.52.149,276303,17872037
200.236.52.148,275270,17856196
200.236.52.147,275610,17869790
200.236.52.146,274730,17788458
200.236.52.145,273585,17696879
200.236.52.144,274640,17750717
200.236.52.143,277743,17952474
200.236.52.14,278320,17986234
200.236.52.142,273857,17714401
200.236.52.141,277265,17940193
200.236.52.140,276198,17860233
200.236.52.139,274000,17746098
200.236.52.138,281355,18173651
200.236.52.137,280726,18156113
200.236.52.136,275983,17846390
200.236.52.135,279575,18092297
200.236.52.134,276197,17870389
200.236.52.133,274596,17779572
200.236.52.13,277477,17925804
200.236.52.132,274153,17790480
200.236.52.131,279182,18060068
200.236.52.130,285441,18428065
200.236.52.129,305659,19641966
200.236.52.128,273723,17763228
200.236.52.1,278947,18057294
200.236.52.127,276484,17905515
200.236.52.126,305399,19628700
200.236.52.125,272840,17657626
200.236.52.124,276943,17926768
200.236.52.123,272673,17649517
200.236.52.12,275909,17846889
200.236.52.122,273283,17705008
200.236.52.121,276625,17893964
200.236.52.120,273901,17710762
200.236.52.119,275882,17813299
200.236.52.118,275146,17794384
200.236.52.117,274951,17772923
200.236.52.116,274511,17775015
200.236.52.115,275812,17814702
200.236.52.114,274316,17729080
200.236.52.113,275368,17833456
200.236.52.11,277895,17988962
200.236.52.112,274485,17737232
200.236.52.111,275229,17833357
200.236.52.110,275781,17860608
200.236.52.109,273081,17676120
200.236.52.108,274702,17776611
200.236.52.107,274954,17809204
200.236.52.106,274760,17809555
